('110557', ['204084', '154277'])
('157696', ['71179', '18099'])
('167273', ['208546', '220237'])
('255504', ['197790', '160193'])
('142735', ['68099', '99215'])
('84528', ['131321', '72652'])
('186652', ['176154', '80683'])
('22131', ['69121', '6377'])
('59782', ['42155', '150623'])
('203213', ['123310', '110557'])
('20298', ['15776', '53407'])
('186655', ['104567', '79537'])
('48075', ['16476', '67144'])
('222356', ['9523', '190153'])
('48071', ['19751', '243692'])
('222352', ['154310', '210767'])
('796', ['160193', '76498'])
('156619', ['15228', '44691'])
('67149', ['135308', '8728'])
('18944', ['49735', '53184'])
('67144', ['112063', '6086'])
('81031', ['46800', '51616'])
('83381', ['155213', '97922'])
('156614', ['6214', '53589'])
('71570', ['84534', '151884'])
('202299', ['95878', '35572'])
('93716', ['19813', '21771'])
('163548', ['10997', '83291'])
('137824', ['68763', '17957'])
('2414', ['6618', '15072'])
('1139', ['18400', '66900'])
('182228', ['248839', '103900'])
('164014', ['177382', '5264'])
('2417', ['161502', '107883'])
('109405', ['11075', '163796'])
('68862', ['138376', '78311'])
('1137', ['6377', '52546'])
('4061', ['82580', '51339'])
('163152', ['63023', '24883'])
('26990', ['11039', '8042'])
('16151', ['84350', '69382'])
('39551', ['66327', '215459'])
('194444', ['26782', '2548'])
('194445', ['129359', '53247'])
('77931', ['89635', '66502'])
('18747', ['119331', '55905'])
('18746', ['111156', '6853'])
('89922', ['3720', '48579'])
('71797', ['66525', '170115'])
('8509', ['257119', '114073'])
('79570', ['92396', '58221'])
('179679', ['94216', '134979'])
('72214', ['96845', '139761'])
('79577', ['70563', '84739'])
('194993', ['124618', '24883'])
('69266', ['167471', '112221'])
('107051', ['184352', '145111'])
('133878', ['11051', '161313'])
('50328', ['61698', '8252'])
('50456', ['53589', '79980'])
('86676', ['152921', '18714'])
('7491', ['23041', '38326'])
('7495', ['243897', '160168'])
('242103', ['119644', '230902'])
('242450', ['255955', '242212'])
('23013', ['129120', '38149'])
('23017', ['172987', '13837'])
('47256', ['34462', '113651'])
('212617', ['60323', '104542'])
('182979', ['196212', '28806'])
('245450', ['94610', '175010'])
('245452', ['9523', '108005'])
('61018', ['97179', '16077'])
('151709', ['139977', '14856'])
('158119', ['157710', '170466'])
('26521', ['126866', '209434'])
('77245', ['66059', '153945'])
('24743', ['215795', '181019'])
('187299', ['217413', '131713'])
('110985', ['107395', '1542'])
('244852', ['90365', '83078'])
('207600', ['96977', '49577'])
('244857', ['71874', '18311'])
('207822', ['89171', '261929'])
('208831', ['247269', '169300'])
('239122', ['150917', '7853'])
('62232', ['46275', '53578'])
('74913', ['100014', '67016'])
('108281', ['4847', '112063'])
('192121', ['177795', '114073'])
('174821', ['78954', '145111'])
('114407', ['52756', '198730'])
('172439', ['65985', '27489'])
('4764', ['15713', '83146'])
('114150', ['125102', '12108'])
('174827', ['138376', '97978'])
('77061', ['126863', '53589'])
('197537', ['262892', '166906'])
('73034', ['59868', '3150'])
('77066', ['13498', '203029'])
('165652', ['239762', '13873'])
('65042', ['8033', '242047'])
('16023', ['230555', '138376'])
('150349', ['89831', '23463'])
('103249', ['26063', '180207'])
('124094', ['161608', '39791'])
('109423', ['101085', '14856'])
('153697', ['94302', '59217'])
('153691', ['212572', '139879'])
('153693', ['94158', '13195'])
('79995', ['63734', '17387'])
('56863', ['131114', '176348'])
('60278', ['69958', '32654'])
('56643', ['127750', '19767'])
('151834', ['40719', '53485'])
('240593', ['65985', '227817'])
('234886', ['85802', '1225'])
('145035', ['216697', '80590'])
('215481', ['181019', '191038'])
('110230', ['261374', '133155'])
('101065', ['16388', '44648'])
('101066', ['178733', '110557'])
('93396', ['12492', '63023'])
('141189', ['182920', '61698'])
('93393', ['53939', '72373'])
('230527', ['79568', '3465'])
('116028', ['96932', '3720'])
('65954', ['177795', '114073'])
('44381', ['60830', '20871'])
('131666', ['22464', '53738'])
('23555', ['2102', '15776'])
('214288', ['160697', '71987'])
('250838', ['104576', '26422'])
('20849', ['187571', '151401'])
('240425', ['266040', '77909'])
('154315', ['110952', '81470'])
('240428', ['64905', '235849'])
('215629', ['92396', '18311'])
('185631', ['180620', '167471'])
('53896', ['68143', '4029'])
('118366', ['40323', '133790'])
('118369', ['53926', '142651'])
('118368', ['110557', '208304'])
('85469', ['106707', '65840'])
('140461', ['258736', '9701'])
('42375', ['160981', '138603'])
('195478', ['116274', '198180'])
('41495', ['37815', '16694'])
('85461', ['24883', '166906'])
('117179', ['145111', '163303'])
('16682', ['178944', '26901'])
('141186', ['68258', '11949'])
('75792', ['85376', '63373'])
('98145', ['155779', '96431'])
('80641', ['45408', '117752'])
('45892', ['15299', '22814'])
('166874', ['80773', '113355'])
('166870', ['160193', '180207'])
('205217', ['231333', '180620'])
('2704', ['18737', '231333'])
('2707', ['1182', '2437'])
('58807', ['19083', '100397'])
('204035', ['152067', '245555'])
('70560', ['108476', '117386'])
('70563', ['19751', '70375'])
('2702', ['83797', '12672'])
('10689', ['15399', '52756'])
('128717', ['119460', '1096'])
('53093', ['59451', '38755'])
('173308', ['183499', '198428'])
('236202', ['82206', '110557'])
('227735', ['155281', '45524'])
('17080', ['58221', '11910'])
('52145', ['18099', '79802'])
('6115', ['26782', '104815'])
('151884', ['3342', '5840'])
('52149', ['414', '19751'])
('70415', ['178108', '26639'])
('53231', ['51154', '210155'])
('90144', ['101164', '131119'])
('123513', ['58221', '160193'])
('139896', ['3720', '181596'])
('180239', ['76498', '14502'])
('6112', ['106556', '81256'])
('9714', ['5840', '6529'])
('3474', ['92087', '129818'])
('3470', ['16004', '77442'])
('147959', ['78954', '69024'])
('33397', ['28806', '134399'])
('21460', ['15299', '74122'])
('147955', ['9334', '141490'])
('134115', ['218969', '68763'])
('84739', ['71987', '51483'])
('45342', ['111231', '42556'])
('168491', ['67144', '238575'])
('109197', ['66506', '94042'])
('134873', ['90365', '59906'])
('203029', ['160143', '77066'])
('244092', ['188927', '73647'])
('44564', ['12492', '153945'])
('163441', ['51154', '81289'])
('44562', ['94783', '183522'])
('86467', ['23113', '11284'])
('137149', ['70367', '63392'])
('257444', ['114073', '187571'])
('71412', ['180564', '53513'])
('137142', ['84482', '58820'])
('257443', ['177575', '202276'])
('104405', ['209650', '61519'])
('85980', ['117752', '53771'])
('112878', ['46275', '160611'])
('80855', ['101046', '105142'])
('157751', ['69116', '85679'])
('68655', ['5729', '64779'])
('136813', ['66163', '180207'])
('101121', ['163796', '88653'])
('157209', ['2594', '157691'])
('94756', ['71916', '90459'])
('64318', ['10182', '70106'])
('15830', ['218944', '17405'])
('15834', ['107662', '61254'])
('202089', ['90762', '112813'])
('107634', ['131114', '253738'])
('106315', ['104973', '123104'])
('40595', ['133358', '92396'])
('14303', ['81289', '5729'])
('3004', ['3453', '252723'])
('112497', ['59169', '150168'])
('108419', ['65985', '227817'])
('212286', ['67158', '222750'])
('208628', ['124379', '49735'])
('20336', ['13281', '53186'])
('48481', ['212572', '10542'])
('122209', ['74627', '160193'])
('91435', ['8728', '3453'])
('1582', ['17782', '12253'])
('3315', ['116650', '12845'])
('220801', ['192085', '13914'])
('38010', ['127295', '92087'])
('67556', ['46901', '90349'])
('111008', ['151382', '68763'])
('115726', ['88653', '54219'])
('115727', ['54072', '13213'])
('59997', ['71980', '68377'])
('115057', ['128328', '53186'])
('232782', ['166906', '212572'])
('144972', ['245555', '47574'])
('126586', ['19272', '12220'])
('141988', ['160193', '68741'])
('118563', ['100334', '182113'])
('66502', ['167471', '186704'])
('143892', ['63247', '12299'])
('145552', ['97416', '169401'])
('114230', ['93809', '142530'])
('121648', ['89553', '229327'])
('66689', ['70633', '88653'])
('118568', ['16919', '98154'])
('5659', ['68390', '14849'])
('147771', ['161019', '145111'])
('147776', ['89171', '224956'])
('262018', ['109057', '64833'])
('176892', ['236838', '58221'])
('59195', ['130615', '54252'])
('225353', ['110557', '261374'])
('180756', ['58222', '223615'])
('196572', ['155213', '51154'])
('49840', ['16842', '42155'])
('229384', ['209214', '13498'])
('103743', ['153945', '61851'])
('66508', ['86259', '90762'])
('59199', ['18164', '161063'])
('106512', ['91807', '83962'])
('143729', ['117251', '62095'])
('83175', ['11149', '163796'])
('129356', ['9773', '95517'])
('218701', ['147560', '192679'])
('129358', ['42101', '179432'])
('129359', ['121086', '104560'])
('143474', ['100943', '108476'])
('124706', ['16476', '103946'])
('173477', ['74122', '152289'])
('28285', ['126446', '16077'])
('242715', ['154522', '38755'])
('217417', ['16674', '120123'])
('126368', ['8066', '94413'])
('218857', ['169300', '234638'])
('78582', ['174861', '109392'])
('48875', ['170466', '101196'])
('169217', ['196641', '238009'])
('72681', ['18714', '50709'])
('51796', ['81005', '167471'])
('72689', ['147628', '82279'])
('213088', ['242684', '37872'])
('12469', ['97450', '60916'])
('6414', ['259421', '159898'])
('15307', ['250838', '58757'])
('213080', ['202266', '165678'])
('127185', ['152153', '94125'])
('7777', ['67191', '27694'])
('68493', ['51764', '53289'])
('7772', ['111156', '64373'])
('7770', ['4020', '3259'])
('73626', ['191133', '21485'])
('3914', ['84739', '84183'])
('3911', ['104815', '108207'])
('74073', ['6086', '66302'])
('57490', ['39791', '224957'])
('127981', ['14990', '109169'])
('166463', ['46962', '92087'])
('173136', ['131114', '50644'])
('239373', ['138387', '78279'])
('78905', ['59868', '91282'])
('119616', ['25282', '94783'])
('115949', ['11284', '93185'])
('206765', ['153834', '157022'])
('98624', ['59609', '53245'])
('110534', ['81005', '93396'])
('50157', ['62146', '60661'])
('73488', ['46608', '8879'])
('110531', ['133746', '60777'])
('180103', ['169300', '53926'])
('223855', ['52463', '69709'])
('228038', ['193519', '192085'])
('39056', ['16919', '182920'])
('73954', ['5702', '43123'])
('50159', ['133790', '107883'])
('19263', ['90156', '43047'])
('117543', ['12906', '4020'])
('16763', ['46275', '98117'])
('219', ['2729', '81470'])
('188768', ['216141', '94783'])
('166793', ['116052'])
('105988', ['94922', '154310'])
('97395', ['23692', '177775'])
('6086', ['64146', '5840'])
('142415', ['170842', '84061'])
('253844', ['205696', '58222'])
('79461', ['7381', '220237'])
('26112', ['90365', '74436'])
('43768', ['7517', '1096'])
('25774', ['22555', '111231'])
('124227', ['82298', '88214'])
('186881', ['46275', '209223'])
('43814', ['15506', '69557'])
('135677', ['174259', '103477'])
('65567', ['15578', '52463'])
('192226', ['135030', '155281'])
('82827', ['90388', '22753'])
('140819', ['4042', '119460'])
('46087', ['188260', '169352'])
('135638', ['131114', '201474'])
('21676', ['204084', '17619'])
('49504', ['4072', '12492'])
('21673', ['57879', '7072'])
('110495', ['26782', '113354'])
('46733', ['77593', '153832'])
('24822', ['7822', '9653'])
('222370', ['18099', '2655'])
('98080', ['143871', '112063'])
('167223', ['261929', '18200'])
('134329', ['3222', '253412'])
('162301', ['39791', '18311'])
('153867', ['87584', '68817'])
('110491', ['94193', '85710'])
('2557', ['6377', '71431'])
('203905', ['2725', '185230'])
('209214', ['77442', '159128'])
('26086', ['100206', '100943'])
('26081', ['4042', '188014'])
('90449', ['15794', '89379'])
('191370', ['79882', '180223'])
('105999', ['20602', '8126'])
('92087', ['173937', '220237'])
('86995', ['207935', '34462'])
('97531', ['9987', '61479'])
('190428', ['204084', '235849'])
('46551', ['20076', '94042'])
('160237', ['110557', '13195'])
('135456', ['7222', '78854'])
('58012', ['66590', '100943'])
('58011', ['60166', '60830'])
('94135', ['16077', '145111'])
('106468', ['64905', '160147'])
('52554', ['71431', '18610'])
('69410', ['15794', '17387'])
('17143', ['212572', '9021'])
('90620', ['28848', '58732'])
('25194', ['26975', '215968'])
('244713', ['11543', '114073'])
('36752', ['72382', '111279'])
('192489', ['3713', '24790'])
('70179', ['215795', '151517'])
('60427', ['89171', '261929'])
('53939', ['9466', '13195'])
('53938', ['46149', '137035'])
('104774', ['125616', '70365'])
('53933', ['19272', '97209'])
('168769', ['68763', '180207'])
('9542', ['161313', '6601'])
('912', ['12836', '14502'])
('104829', ['23365', '78534'])
('122057', ['163796', '88653'])
('112643', ['154277', '85507'])
('104827', ['4072', '26782'])
('58907', ['23294', '21269'])
('162039', ['100943', '3892'])
('124510', ['59324', '4031'])
('48678', ['16077', '57185'])
('45285', ['17251', '51057'])
('134583', ['233510', '129818'])
('48673', ['167471', '167732'])
('106683', ['77909', '66900'])
('148654', ['131119', '176403'])
('188907', ['87584', '156380'])
('83418', ['101085', '14856'])
('131878', ['145111', '198805'])
('148659', ['64396', '168284'])
('80462', ['68281', '53375'])
('125932', ['47657', '84183'])
('44778', ['63276', '5544'])
('80465', ['57879', '12836'])
('71893', ['61885', '138603'])
('254690', ['240401', '247072'])
('44772', ['111156', '22753'])
('80469', ['54219', '15455'])
('22942', ['160193', '14913'])
('84506', ['204266', '113651'])
('255567', ['164367', '135358'])
('253717', ['108005', '212572'])
('99754', ['51616', '242684'])
('70793', ['117557', '13103'])
('186674', ['49529', '163796'])
('99029', ['133746', '153835'])
('48017', ['100943', '260851'])
('161543', ['257119', '70415'])
('260519', ['88653', '74146'])
('137806', ['97525', '127750'])
('216129', ['178402', '168018'])
('40909', ['83239', '61592'])
('29257', ['181596', '81242'])
('182596', ['68817', '169300'])
('83778', ['153835', '119460'])
('33704', ['149380', '88653'])
('11816', ['5840', '27694'])
('168798', ['14576', '242047'])
('11812', ['18219', '70296'])
('71557', ['125206', '15666'])
('71224', ['51616', '80412'])
('71227', ['131114', '85707'])
('71554', ['54298', '54252'])
('195133', ['161313', '248797'])
('90325', ['1460', '5840'])
('198410', ['90369', '66848'])
('101945', ['71626', '247087'])
('172874', ['82213', '11499'])
('15155', ['32557', '47231'])
('109429', ['53320', '14240'])
('72054', ['50172', '16384'])
('506', ['163796', '9073'])
('85143', ['184352', '3720'])
('238815', ['215795', '185741'])
('31701', ['52916', '53926'])
('31707', ['180620', '9425'])
('174628', ['41799', '168018'])
('78688', ['21446', '50988'])
('78689', ['18219', '60661'])
('174152', ['93636', '164147'])
('83777', ['100943', '7862'])
('147541', ['68069', '20220'])
('149524', ['70612', '38326'])
('112026', ['47946', '110557'])
('108889', ['104815', '44696'])
('89902', ['248134', '53589'])
('77020', ['26422', '148124'])
('131632', ['16384', '21446'])
('229249', ['18935', '215968'])
('111616', ['94610', '86091'])
('109681', ['53483', '133790'])
('30038', ['133746', '5840'])
('8075', ['73088', '11284'])
('76247', ['230527', '88653'])
('107035', ['115626', '163796'])
('158446', ['6377', '66618'])
('108086', ['50644', '12945'])
('108081', ['116395', '58877'])
('66212', ['218969', '19151'])
('86617', ['26975', '118480'])
('187102', ['197790', '160193'])
('68514', ['133746', '79475'])
('47909', ['100762', '16077'])
('136179', ['53766', '106707'])
('68841', ['135358', '110762'])
('157418', ['133790', '52487'])
('82982', ['50877', '184352'])
('129830', ['127001'])
('129833', ['53485', '40827'])
('114394', ['18164', '34330'])
('106592', ['791', '57933'])
('100682', ['66618', '45204'])
('100681', ['89171', '110952'])
('114399', ['5840', '66154'])
('136957', ['113355', '197790'])
('160793', ['18935', '50881'])
('59356', ['81385', '155687'])
('4580', ['35572', '62192'])
('79557', ['8879', '19187'])
('38227', ['65299', '17387'])
('79227', ['127970', '182299'])
('103481', ['16382', '108207'])
('79223', ['23692', '241642'])
('91379', ['7517', '6681'])
('86221', ['259421', '210933'])
('92396', ['8879', '90156'])
('59892', ['39791', '161313'])
('95878', ['5333', '173378'])
('86226', ['92396', '58221'])
('43373', ['53186', '53485'])
('70053', ['138603', '2907'])
('35627', ['172987', '19543'])
('23692', ['77442', '150917'])
('19016', ['99910', '112063'])
('165678', ['104284', '81448'])
